dataset,encode_thr_up,encode_thr_dn,encode_refractory,encode_interpfact,firing_rate,svm_score,svm_score_baseline,fold
roshambo,0.5,0.5,1.0,5.0,115.03354166666665,0.8626666666666667,0.5726666666666667,1.0
roshambo,0.5,0.5,1.0,5.0,116.393125,0.8586666666666667,0.582,2.0
