memoryless,win,input_connection_density,dataset,tstart,tlast,freeze_time_ms,tau_min,tau_max,thr_min,thr_max,refractory,learning_algorithm,macrocolumnShape,minicolumnShape,topology,stdp_apre,stdp_tau,wmax,wmin,winitmax,winitmin,cbf,lr_critical,connection_density,nbneurons,nbsynapses,adaptiveProb,excitatoryProb,firing_rate,lda_score,lda_score_input,svm_linear_score,svm_linear_score_input,svm_rbf_score,svm_rbf_score_input,fold,path_input_connections,path_res_connections
1.0,1.0*rand(),0.15,roshambo,0.0,1800.0,0.0,0.0,25.0,1.0,1.0,1.0,critical,"[2, 2, 1]","[5, 5, 1]",custom,0.001,25.0,1.0,0.01,0.0,0.0,1.0,0.1,0.3,100.0,500.0,1.0,1.0,11.79,0.7166666666666667,0.7026666666666667,0.734,0.7086666666666667,0.7646666666666667,0.7853333333333333,1.0,inp.txt,Conn_map.txt
