dataset,encode_thr_up,encode_thr_dn,encode_refractory,encode_interpfact,firing_rate,svm_score,svm_score_baseline,fold
roshambo,0.5,0.5,1.0,5.0,115.03354166666665,0.786,0.5726666666666667,1.0
roshambo,0.5,0.5,1.0,5.0,116.393125,0.79,0.582,2.0
roshambo,0.5,0.5,1.0,5.0,116.95500000000001,0.796,0.5693333333333334,3.0
5_class,0.5,0.5,1.0,5.0,124.43354166666667,0.6201904761904762,0.31352380952380954,1.0
