dataset,encode_thr_up,encode_thr_dn,encode_refractory,encode_interpfact,firing_rate,svm_score,svm_score_baseline,fold
roshambo,0.05,0.05,0.0,3.5,902.24125,0.768,0.5726666666666667,1.0
roshambo,0.05,0.05,0.0,3.5,909.7784375,0.7686666666666667,0.582,2.0
